,NP-chunks
The_Thing_19,"[('truly', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('man', 'NN')]"
The_Thing_19,"[('thrust', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('situation', 'NN')]"
The_Thing_19,"[('unimaginable', 'JJ'), ('horror', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('group', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('man', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('creature', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('brink', 'NN')]"
The_Thing_19,"[('paranoia', 'NN')]"
The_Thing_19,"[('emotional', 'JJ'), ('meltdown', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('gut', 'JJ'), ('wrenching', 'NN')]"
The_Thing_19,"[('mind', 'NN')]"
The_Thing_19,"[('blowing', 'NN')]"
The_Thing_19,"[('any', 'DT'), ('CGI', 'NNP')]"
The_Thing_19,"[('pixel', 'NN')]"
The_Thing_19,"[('today', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('truly', 'NN')]"
The_Thing_19,"[('horrifying', 'NN')]"
The_Thing_19,"[('creation', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('low', 'JJ'), ('tolerance', 'NN')]"
The_Thing_19,"[('blood', 'NN')]"
The_Thing_19,"[('prepare', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('This', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('any', 'DT'), ('good', 'JJ'), ('horror/sci', 'NN')]"
The_Thing_19,"[('movie', 'NN')]"
The_Thing_19,"[('character', 'NN')]"
The_Thing_19,"[('world', 'NN')]"
The_Thing_19,"[('wondering', 'NN')]"
The_Thing_19,"[('anyone', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('creature', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('stayed', 'NN')]"
The_Thing_19,"[('i', 'JJ'), ('first', 'JJ'), ('saw', 'NN')]"
The_Thing_19,"[('today', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('review', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('chill', 'NN')]"
The_Thing_19,"[('spine', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('true', 'JJ'), ('shame', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('proper', 'NN')]"
The_Thing_19,"[('recognition', 'NN')]"
The_Thing_19,"[('A', 'DT'), ('box', 'NN')]"
The_Thing_19,"[('office', 'NN')]"
The_Thing_19,"[('paper', 'NN')]"
The_Thing_19,"[('plot', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('true', 'JJ'), ('masterpiece', 'NN')]"
The_Thing_19,"[('sci/fi', 'NN')]"
The_Thing_19,"[('horror', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('Collector', 'NNP')]"
The_Thing_19,"[('Edition', 'NNP'), ('DVD', 'NNP')]"
The_Thing_19,"[('the', 'DT'), ('way', 'NN')]"
The_Thing_19,"[('truly', 'JJ'), ('meant', 'NN')]"
The_Thing_19,"[('Marvel', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('incredible', 'JJ'), ('scenery', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('taught', 'NN')]"
The_Thing_19,"[('direction', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('excellent', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('sweat', 'NN')]"
The_Thing_19,"[('inducing', 'NN')]"
The_Thing_19,"[('gag', 'JJ'), ('reflex', 'NN')]"
The_Thing_19,"[('activating', 'NN')]"
The_Thing_19,"[('everything', 'NN')]"
The_Thing_19,"[('else', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('great', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('group', 'NN')]"
The_Thing_19,"[('maybe', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('dog', 'NN')]"
The_Thing_19,"[('around', 'NN')]"
The_Thing_19,"[('Do', 'NNP')]"
The_Thing_19,"[('a', 'DT'), ('classic', 'JJ'), ('pass', 'NN')]"
The_Thing_20,"[('The', 'DT'), ('movie', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('frozen', 'NN')]"
The_Thing_20,"[('wasteland', 'NN')]"
The_Thing_20,"[('Antarctica', 'NNP')]"
The_Thing_20,"[('the', 'DT'), ('lonely', 'JJ'), ('figure', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('dog', 'NN')]"
The_Thing_20,"[('fleeing', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('bleak', 'NN')]"
The_Thing_20,"[('unforgiving', 'JJ'), ('setting', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('perfect', 'NN')]"
The_Thing_20,"[('opener', 'NN')]"
The_Thing_20,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_20,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_20,"[('John', 'NNP'), ('W.', 'NNP'), ('Campbell', 'NNP'), ('Jr.', 'NNP')]"
The_Thing_20,"[('novella', 'NN')]"
The_Thing_20,"[('Goes', 'NNP')]"
The_Thing_20,"[('horror', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('way', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('lot', 'NN')]"
The_Thing_20,"[('Alien', 'NNP')]"
The_Thing_20,"[('another', 'DT'), ('masterpiece', 'NN')]"
The_Thing_20,"[('horror', 'NN')]"
The_Thing_20,"[('an', 'DT'), ('isolated', 'JJ'), ('setting', 'NN')]"
The_Thing_20,"[('no', 'DT'), ('help', 'NN')]"
The_Thing_20,"[('both', 'DT'), ('feature', 'NN')]"
The_Thing_20,"[('an', 'DT'), ('attack', 'NN')]"
The_Thing_20,"[('an', 'DT'), ('unknown', 'JJ'), ('alien', 'NN')]"
The_Thing_20,"[('entity', 'NN')]"
The_Thing_20,"[('the', 'DT'), ('sheer', 'NN')]"
The_Thing_20,"[('brutality', 'NN')]"
The_Thing_20,"[('goriness', 'NN')]"
The_Thing_20,"[('impossibility', 'NN')]"
The_Thing_20,"[('the', 'DT'), ('stuff', 'NN')]"
The_Thing_20,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_20,"[('the', 'DT'), ('fact', 'NN')]"
The_Thing_20,"[('alien', 'NN')]"
The_Thing_20,"[('the', 'DT'), ('movie', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('tense', 'NN')]"
The_Thing_20,"[('hide', 'NN')]"
The_Thing_20,"[('seek', 'NN')]"
The_Thing_20,"[('game', 'NN')]"
The_Thing_20,"[('the', 'DT'), ('pressure', 'NN')]"
The_Thing_20,"[('the', 'DT'), ('group', 'NN')]"
The_Thing_20,"[('crack', 'NN')]"
The_Thing_20,"[('an', 'DT'), ('intense', 'JJ'), ('experience', 'NN')]"
The_Thing_20,"[('unbearable', 'JJ'), ('atmosphere', 'NN')]"
The_Thing_20,"[('soul-chilling', 'JJ'), ('terror', 'NN')]"
The_Thing_20,"[('Rob', 'NNP'), ('Bottin', 'NNP')]"
The_Thing_20,"[('a', 'DT'), ('master', 'NN')]"
The_Thing_20,"[('craft', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('well-told', 'JJ'), ('story', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('perfect', 'JJ'), ('note', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('complete', 'JJ'), ('downer', 'NN')]"
The_Thing_20,"[('a', 'DT'), ('horror', 'NN')]"
The_Thing_20,"[('film', 'NN')]"
The_Thing_20,"[('the', 'DT'), ('rest', 'NN')]"
The_Thing_20,"[('the', 'DT'), ('story', 'NN')]"
The_Thing_20,"[('nitpick', 'NN')]"
The_Thing_20,"[('the', 'DT'), ('Alien', 'NNP')]"
The_Thing_20,"[('screen', 'JJ'), ('time', 'NN')]"
The_Thing_20,"[('shine', 'NN')]"
The_Thing_20,"[('the', 'DT'), ('other', 'JJ'), ('hand', 'NN')]"
The_Thing_20,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_20,"[('MacReady', 'NNP')]"
The_Thing_20,"[('Wilford', 'NNP'), ('Brimley', 'NNP')]"
The_Thing_20,"[('Dr.', 'NNP'), ('Blair', 'NNP')]"
The_Thing_20,"[('a', 'DT'), ('movie', 'NN')]"
The_Thing_20,"[('every', 'DT'), ('fan', 'NN')]"
The_Thing_20,"[('horror', 'NN')]"
The_Thing_20,"[('anyone', 'NN')]"
The_Thing_20,"[('prone', 'NN')]"
The_Thing_20,"[('look', 'NN')]"
The_Thing_20,"[('any', 'DT'), ('child', 'NN')]"
The_Thing_20,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_20,"[('frightening', 'NN')]"
The_Thing_21,"[('Another', 'DT'), ('well-loved', 'JJ'), ('horror', 'NN')]"
The_Thing_21,"[('masterpiece', 'NN')]"
The_Thing_21,"[('director', 'NN')]"
The_Thing_21,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_21,"[('this', 'DT'), ('unforgettable', 'JJ'), ('re-imagining', 'NN')]"
The_Thing_21,"[('sci-fi', 'JJ'), ('classic', 'NN')]"
The_Thing_21,"[('The', 'DT'), ('Thing', 'NNP'), ('From', 'NNP'), ('Another', 'NNP'), ('World', 'NNP')]"
The_Thing_21,"[('an', 'DT'), ('outpost', 'NN')]"
The_Thing_21,"[('the', 'DT'), ('South', 'NNP'), ('Pole', 'NNP')]"
The_Thing_21,"[('a', 'DT'), ('mysterious', 'JJ'), ('shape-shifting', 'JJ'), ('alien', 'NN')]"
The_Thing_21,"[('paranoia', 'NN')]"
The_Thing_21,"[('the', 'DT'), ('unknown', 'NN')]"
The_Thing_21,"[('isolation', 'NN')]"
The_Thing_21,"[('the', 'DT'), ('horror/scifi', 'NN')]"
The_Thing_21,"[('genre', 'NN')]"
The_Thing_21,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_21,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_21,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_21,"[('gusto', 'NN')]"
The_Thing_21,"[('haunting', 'NN')]"
The_Thing_21,"[('bleak', 'NN')]"
The_Thing_21,"[('Ennio', 'NNP'), ('Morricone', 'NNP')]"
The_Thing_21,"[('the', 'DT'), ('atmospheric', 'JJ'), ('spookiness', 'NN')]"
The_Thing_21,"[('eerie', 'JJ'), ('music', 'NN')]"
The_Thing_21,"[('score', 'NN')]"
The_Thing_21,"[('highlight', 'NN')]"
The_Thing_21,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_21,"[('the', 'DT'), ('awesome', 'NN')]"
The_Thing_21,"[('FX', 'NNP')]"
The_Thing_21,"[('Rob', 'NNP'), ('Bottin', 'NNP')]"
The_Thing_21,"[('today', 'NN')]"
The_Thing_21,"[('CGI', 'NNP')]"
The_Thing_21,"[('FX', 'NNP')]"
The_Thing_21,"[('the', 'DT'), ('creature', 'NN')]"
The_Thing_21,"[('Bottin', 'NNP')]"
The_Thing_21,"[('This', 'DT'), ('film', 'NN')]"
The_Thing_21,"[('the', 'DT'), ('creepy', 'NN')]"
The_Thing_21,"[('FX', 'NNP')]"
The_Thing_21,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_21,"[('manage', 'NN')]"
The_Thing_21,"[('shock', 'NN')]"
The_Thing_21,"[('thrill', 'NN')]"
The_Thing_21,"[('An', 'DT'), ('impressive', 'JJ'), ('feat', 'NN')]"
The_Thing_21,"[('Another', 'DT'), ('highlight', 'NN')]"
The_Thing_21,"[('the', 'DT'), ('great', 'JJ'), ('cast', 'NN')]"
The_Thing_21,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_21,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_21,"[('All', 'DT'), ('around', 'NN')]"
The_Thing_21,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_21,"[('combination', 'NN')]"
The_Thing_21,"[('moody', 'NN')]"
The_Thing_21,"[('Carpenter', 'NNP')]"
The_Thing_22,"[('A', 'DT'), ('US', 'NNP')]"
The_Thing_22,"[('research', 'NN')]"
The_Thing_22,"[('station', 'NN')]"
The_Thing_22,"[('Antarctica', 'NNP')]"
The_Thing_22,"[('The', 'DT'), ('base', 'NN')]"
The_Thing_22,"[('a', 'DT'), ('helicopter', 'NN')]"
The_Thing_22,"[('Norwegian', 'NNP')]"
The_Thing_22,"[('research', 'NN')]"
The_Thing_22,"[('station', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('dogs', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('US', 'NNP')]"
The_Thing_22,"[('base', 'NN')]"
The_Thing_22,"[('dealt', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('threat', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('US', 'NNP')]"
The_Thing_22,"[('team', 'NN')]"
The_Thing_22,"[('fly', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('Norwegian', 'NNP')]"
The_Thing_22,"[('base', 'NN')]"
The_Thing_22,"[('a', 'DT'), ('strange', 'NN')]"
The_Thing_22,"[('creature', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('Norwegians', 'NNP')]"
The_Thing_22,"[('base', 'NN')]"
The_Thing_22,"[('deduce', 'NN')]"
The_Thing_22,"[('an', 'DT'), ('alien', 'JJ'), ('life', 'NN')]"
The_Thing_22,"[('form', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('alien', 'NN')]"
The_Thing_22,"[('a', 'DT'), ('virus', 'NN')]"
The_Thing_22,"[('that', 'DT'), ('anyone', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('base', 'NN')]"
The_Thing_22,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_22,"[('escalate', 'NN')]"
The_Thing_22,"[('A', 'DT'), ('horror', 'NN')]"
The_Thing_22,"[('classic', 'NN')]"
The_Thing_22,"[('story', 'NN')]"
The_Thing_22,"[('horror', 'JJ'), ('legend', 'NN')]"
The_Thing_22,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_22,"[('the', 'DT'), ('plot', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('scene', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('tension', 'NN')]"
The_Thing_22,"[('good', 'JJ'), ('effect', 'NN')]"
The_Thing_22,"[('The', 'DT'), ('period', 'NN')]"
The_Thing_22,"[('anyone', 'NN')]"
The_Thing_22,"[('Excellent', 'NNP')]"
The_Thing_22,"[('gory', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('movie', 'NN')]"
The_Thing_22,"[('pop', 'NN')]"
The_Thing_22,"[('culture', 'NN')]"
The_Thing_22,"[('Ending', 'NNP')]"
The_Thing_22,"[('a', 'DT'), ('bit', 'NN')]"
The_Thing_22,"[('liking', 'NN')]"
The_Thing_22,"[('neat', 'NN')]"
The_Thing_22,"[('Hollywood', 'NNP')]"
The_Thing_22,"[('the', 'DT'), ('opposite', 'JJ'), ('direction', 'NN')]"
The_Thing_22,"[('degree', 'NN')]"
The_Thing_22,"[('closure', 'NN')]"
The_Thing_22,"[('an', 'DT'), ('indication', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('story', 'NN')]"
The_Thing_22,"[('order', 'NN')]"
The_Thing_22,"[('all', 'DT'), ('round', 'NN')]"
The_Thing_22,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_22,"[('the', 'DT'), ('lead', 'NN')]"
The_Thing_22,"[('role', 'NN')]"
The_Thing_22,"[('the', 'DT'), ('quick-thinking', 'JJ'), ('action', 'NN')]"
The_Thing_22,"[('hero', 'NN')]"
The_Thing_23,"[('this', 'DT'), ('comment', 'NN')]"
The_Thing_23,"[('this', 'DT'), ('world', 'NN')]"
The_Thing_23,"[('share', 'NN')]"
The_Thing_23,"[('good', 'JJ'), ('taste', 'NN')]"
The_Thing_23,"[('films', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('favor', 'NN')]"
The_Thing_23,"[('watch', 'NN')]"
The_Thing_23,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_23,"[('horror', 'NN')]"
The_Thing_23,"[('movie', 'NN')]"
The_Thing_23,"[('Ridley', 'NNP'), ('Scott', 'NNP')]"
The_Thing_23,"[('masterpiece', 'NN')]"
The_Thing_23,"[('Alien', 'NNP')]"
The_Thing_23,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_23,"[('Alien', 'NNP')]"
The_Thing_23,"[('a', 'DT'), ('run', 'NN')]"
The_Thing_23,"[('money', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('cream', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('crop', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('horror/sci-fi', 'JJ'), ('category', 'NN')]"
The_Thing_23,"[('regardless', 'NN')]"
The_Thing_23,"[('genre', 'NN')]"
The_Thing_23,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_23,"[('a', 'DT'), ('master', 'NN')]"
The_Thing_23,"[('horror', 'NN')]"
The_Thing_23,"[('movie-making', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('pinnacle', 'NN')]"
The_Thing_23,"[('Starman', 'NNP')]"
The_Thing_23,"[('a', 'DT'), ('horror', 'JJ'), ('film', 'NN')]"
The_Thing_23,"[('another', 'DT'), ('story', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('all-male', 'JJ'), ('cast', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('board', 'NN')]"
The_Thing_23,"[('a-grade', 'JJ'), ('screen', 'NN')]"
The_Thing_23,"[('writing', 'NN')]"
The_Thing_23,"[('stunning', 'NN')]"
The_Thing_23,"[('cinematography', 'NN')]"
The_Thing_23,"[('course', 'NN')]"
The_Thing_23,"[('Carpenter', 'NNP')]"
The_Thing_23,"[('impeccable', 'JJ'), ('direction', 'NN')]"
The_Thing_23,"[('combine', 'NN')]"
The_Thing_23,"[('nightmarish', 'JJ'), ('tale', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('would-be', 'JJ'), ('apocalypse', 'NN')]"
The_Thing_23,"[('thing', 'NN')]"
The_Thing_23,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_23,"[('the', 'DT'), ('IMDb', 'NNP')]"
The_Thing_23,"[('scoreboard', 'NN')]"
The_Thing_23,"[('somewhere', 'NN')]"
The_Thing_23,"[('good', 'JJ'), ('either', 'NN')]"
The_Thing_23,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_23,"[('gaining', 'NN')]"
The_Thing_23,"[('appreciation', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('good', 'JJ'), ('reason', 'NN')]"
The_Thing_23,"[('history', 'NN')]"
The_Thing_23,"[('went', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('radar', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('cult', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('first', 'JJ'), ('place', 'NN')]"
The_Thing_23,"[('year', 'NN')]"
The_Thing_23,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_23,"[('night', 'NN')]"
The_Thing_23,"[('TV', 'NNP')]"
The_Thing_23,"[('perfect', 'NN')]"
The_Thing_23,"[('age', 'NN')]"
The_Thing_23,"[('group', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('film', 'NN')]"
The_Thing_23,"[('Needless', 'NN')]"
The_Thing_23,"[('death', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('long', 'JJ'), ('time', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('way', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('sign', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('profound', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('kid', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('haunting', 'NN')]"
The_Thing_23,"[('title', 'NN')]"
The_Thing_23,"[('sequence', 'NN')]"
The_Thing_23,"[('Predator', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('chilling', 'NN')]"
The_Thing_23,"[('sense', 'NN')]"
The_Thing_23,"[('isolation', 'NN')]"
The_Thing_23,"[('doom', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('gloomy', 'JJ'), ('score', 'NN')]"
The_Thing_23,"[('admit', 'NN')]"
The_Thing_23,"[('perfect', 'JJ'), ('material', 'NN')]"
The_Thing_23,"[('viewing', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('quarter', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('century', 'NN')]"
The_Thing_23,"[('release', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('quality', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('b-movie', 'NN')]"
The_Thing_23,"[('films', 'JJ'), ('shot', 'JJ'), ('today', 'NN')]"
The_Thing_23,"[('shame', 'NN')]"
The_Thing_23,"[('The', 'DT'), ('detail', 'NN')]"
The_Thing_23,"[('attention', 'NN')]"
The_Thing_23,"[('went', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('production', 'NN')]"
The_Thing_23,"[('design', 'NN')]"
The_Thing_23,"[('The', 'DT'), ('whole', 'JJ'), ('antarctic', 'JJ'), ('environment', 'NN')]"
The_Thing_23,"[('tremendous', 'JJ'), ('accuracy', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('cold', 'NN')]"
The_Thing_23,"[('isolation', 'NN')]"
The_Thing_23,"[('this', 'DT'), ('barren', 'NN')]"
The_Thing_23,"[('white', 'NN')]"
The_Thing_23,"[('wasteland', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('story', 'NN')]"
The_Thing_23,"[('place', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('menacing', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_23,"[('start', 'NN')]"
The_Thing_23,"[('The', 'DT'), ('story', 'NN')]"
The_Thing_23,"[('an', 'DT'), ('acclaimed', 'JJ'), ('novella', 'NN')]"
The_Thing_23,"[('A', 'DT'), ('team', 'NN')]"
The_Thing_23,"[('Antarctica', 'NNP')]"
The_Thing_23,"[('face', 'NN')]"
The_Thing_23,"[('an', 'DT'), ('alien', 'NN')]"
The_Thing_23,"[('life', 'NN')]"
The_Thing_23,"[('form', 'NN')]"
The_Thing_23,"[('buried', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('ice', 'NN')]"
The_Thing_23,"[('thawed', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('ability', 'NN')]"
The_Thing_23,"[('The', 'DT'), ('film', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('fear', 'NN')]"
The_Thing_23,"[('mistrust', 'NN')]"
The_Thing_23,"[('communication', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('team', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('outside', 'JJ'), ('world', 'NN')]"
The_Thing_23,"[('get', 'NN')]"
The_Thing_23,"[('help', 'NN')]"
The_Thing_23,"[('human', 'NN')]"
The_Thing_23,"[('The', 'DT'), ('way', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('team', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('realistic', 'JJ'), ('depiction', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('movie', 'NN')]"
The_Thing_23,"[('transcend', 'NN')]"
The_Thing_23,"[('original', 'JJ'), ('premise', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('horror/sci-fi', 'JJ'), ('film', 'NN')]"
The_Thing_23,"[('become', 'NN')]"
The_Thing_23,"[('something', 'NN')]"
The_Thing_23,"[('deeper', 'NN')]"
The_Thing_23,"[('profound', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('realistic', 'JJ'), ('behavior', 'NN')]"
The_Thing_23,"[('each', 'DT'), ('member', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('unrealistic', 'JJ'), ('setup', 'NN')]"
The_Thing_23,"[('everybody', 'NN')]"
The_Thing_23,"[('Kurt', 'NNP'), ('Russel', 'NNP')]"
The_Thing_23,"[('a', 'DT'), ('career-making', 'JJ'), ('performance', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('rest', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('cast', 'NN')]"
The_Thing_23,"[('an', 'DT'), ('excellent', 'JJ'), ('job', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('terrific', 'NN')]"
The_Thing_23,"[('ensemble', 'JJ'), ('piece', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('large', 'JJ'), ('amount', 'NN')]"
The_Thing_23,"[('quality', 'NN')]"
The_Thing_23,"[('gore', 'NN')]"
The_Thing_23,"[('Rob', 'NNP'), ('Bottin', 'NNP')]"
The_Thing_23,"[('the', 'DT'), ('man', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('animatronic', 'NN')]"
The_Thing_23,"[('Stan', 'NNP'), ('Winston', 'NNP')]"
The_Thing_23,"[('the', 'DT'), ('animatronic', 'NN')]"
The_Thing_23,"[('work', 'NN')]"
The_Thing_23,"[('make-up', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('state', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('art', 'NN')]"
The_Thing_23,"[('gore', 'NN')]"
The_Thing_23,"[('remain', 'NN')]"
The_Thing_23,"[('today', 'NN')]"
The_Thing_23,"[('CGI', 'NNP')]"
The_Thing_23,"[('nemesis', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('horror', 'NN')]"
The_Thing_23,"[('movie', 'NN')]"
The_Thing_23,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_23,"[('proof', 'NN')]"
The_Thing_23,"[('scary', 'JJ'), ('scene', 'NN')]"
The_Thing_23,"[('stick', 'NN')]"
The_Thing_23,"[('makeup', 'NN')]"
The_Thing_23,"[('Special', 'JJ'), ('mention', 'NN')]"
The_Thing_23,"[('Ennio', 'NNP'), ('Moriccone', 'NNP')]"
The_Thing_23,"[('haunting', 'NN')]"
The_Thing_23,"[('score', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('Razzie', 'NNP')]"
The_Thing_23,"[('Morricone', 'NNP')]"
The_Thing_23,"[('effective', 'JJ'), ('underscore', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('paranoia', 'NN')]"
The_Thing_23,"[('team', 'NN')]"
The_Thing_23,"[('presence', 'NN')]"
The_Thing_23,"[('dark', 'NN')]"
The_Thing_23,"[('hold', 'NN')]"
The_Thing_23,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_23,"[('a', 'DT'), ('rare', 'JJ'), ('combination', 'NN')]"
The_Thing_23,"[('unparalleled', 'JJ'), ('atmosphere', 'NN')]"
The_Thing_23,"[('unconventional', 'JJ'), ('story', 'NN')]"
The_Thing_23,"[('the', 'DT'), ('test', 'NN')]"
The_Thing_23,"[('time', 'NN')]"
The_Thing_24,"[('the', 'DT'), ('classic', 'NN')]"
The_Thing_24,"[('formula', 'NN')]"
The_Thing_24,"[('a', 'DT'), ('point', 'NN')]"
The_Thing_24,"[('another', 'DT'), ('leap', 'NN')]"
The_Thing_24,"[('the', 'DT'), ('material', 'NN')]"
The_Thing_24,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_24,"[('remake', 'NN')]"
The_Thing_24,"[('the', 'DT'), ('coolest', 'NN')]"
